survey version standard shift  ATLAS-c0 ATLAS-o0 ATLAS-c1 ATLAS-o1 ATLAS-c2 ATLAS-o2 ATLAS-c3 ATLAS-o3 ATLAS-c4 ATLAS-o4 ATLAS-c5 ATLAS-o5 ATLAS-c6 ATLAS-o6 ATLAS-c7 ATLAS-o7 ATLAS-c8 ATLAS-o8 
ATLAS ATLAS sdssj072752 0 18.1512 18.5894 18.1512 18.5894 18.1512 18.5894 18.1512 18.5894 18.1512 18.5894 18.1512 18.5894 18.1512 18.5894 18.1512 18.5894 18.1512 18.5894
ATLAS ATLAS sdssj072752 0 18.1532 18.5881 18.1532 18.5881 18.1532 18.5881 18.1532 18.5881 18.1532 18.5881 18.1532 18.5881 18.1532 18.5881 18.1532 18.5881 18.1532 18.5881
ATLAS ATLAS sdssj072752 0 18.1515 18.5891 18.1515 18.5891 18.1515 18.5891 18.1515 18.5891 18.1515 18.5891 18.1515 18.5891 18.1515 18.5891 18.1515 18.5891 18.1515 18.5891
ATLAS ATLAS sdssj072752 0 18.1503 18.5848 18.1503 18.5848 18.1503 18.5848 18.1503 18.5848 18.1503 18.5848 18.1503 18.5848 18.1503 18.5848 18.1503 18.5848 18.1503 18.5848
ATLAS ATLAS sdssj072752 0 18.1502 18.5868 18.1502 18.5868 18.1502 18.5868 18.1502 18.5868 18.1502 18.5868 18.1502 18.5868 18.1502 18.5868 18.1502 18.5868 18.1502 18.5868
ATLAS ATLAS sdssj072752 0 18.1513 18.587 18.1513 18.587 18.1513 18.587 18.1513 18.587 18.1513 18.587 18.1513 18.587 18.1513 18.587 18.1513 18.587 18.1513 18.587
ATLAS ATLAS sdssj072752 0 18.1506 18.5882 18.1506 18.5882 18.1506 18.5882 18.1506 18.5882 18.1506 18.5882 18.1506 18.5882 18.1506 18.5882 18.1506 18.5882 18.1506 18.5882
ATLAS ATLAS sdssj072752 0 18.1503 18.5882 18.1503 18.5882 18.1503 18.5882 18.1503 18.5882 18.1503 18.5882 18.1503 18.5882 18.1503 18.5882 18.1503 18.5882 18.1503 18.5882
ATLAS ATLAS sdssj072752 0 18.1516 18.5879 18.1516 18.5879 18.1516 18.5879 18.1516 18.5879 18.1516 18.5879 18.1516 18.5879 18.1516 18.5879 18.1516 18.5879 18.1516 18.5879
ATLAS ATLAS sdssj072752 0 18.1511 18.5864 18.1511 18.5864 18.1511 18.5864 18.1511 18.5864 18.1511 18.5864 18.1511 18.5864 18.1511 18.5864 18.1511 18.5864 18.1511 18.5864
ATLAS ATLAS sdssj072752 0 18.1566 18.5918 18.1566 18.5918 18.1566 18.5918 18.1566 18.5918 18.1566 18.5918 18.1566 18.5918 18.1566 18.5918 18.1566 18.5918 18.1566 18.5918
ATLAS ATLAS sdssj072752 0 18.1569 18.5896 18.1569 18.5896 18.1569 18.5896 18.1569 18.5896 18.1569 18.5896 18.1569 18.5896 18.1569 18.5896 18.1569 18.5896 18.1569 18.5896
ATLAS ATLAS sdssj072752 0 18.155 18.5877 18.155 18.5877 18.155 18.5877 18.155 18.5877 18.155 18.5877 18.155 18.5877 18.155 18.5877 18.155 18.5877 18.155 18.5877
ATLAS ATLAS sdssj072752 0 18.1515 18.5879 18.1515 18.5879 18.1515 18.5879 18.1515 18.5879 18.1515 18.5879 18.1515 18.5879 18.1515 18.5879 18.1515 18.5879 18.1515 18.5879
ATLAS ATLAS sdssj072752 0 18.1532 18.5876 18.1532 18.5876 18.1532 18.5876 18.1532 18.5876 18.1532 18.5876 18.1532 18.5876 18.1532 18.5876 18.1532 18.5876 18.1532 18.5876
ATLAS ATLAS sdssj072752 0 18.1514 18.5856 18.1514 18.5856 18.1514 18.5856 18.1514 18.5856 18.1514 18.5856 18.1514 18.5856 18.1514 18.5856 18.1514 18.5856 18.1514 18.5856
ATLAS ATLAS sdssj072752 0 18.1537 18.5879 18.1537 18.5879 18.1537 18.5879 18.1537 18.5879 18.1537 18.5879 18.1537 18.5879 18.1537 18.5879 18.1537 18.5879 18.1537 18.5879
ATLAS ATLAS sdssj072752 0 18.1506 18.5862 18.1506 18.5862 18.1506 18.5862 18.1506 18.5862 18.1506 18.5862 18.1506 18.5862 18.1506 18.5862 18.1506 18.5862 18.1506 18.5862
ATLAS ATLAS sdssj072752 0 18.1533 18.5894 18.1533 18.5894 18.1533 18.5894 18.1533 18.5894 18.1533 18.5894 18.1533 18.5894 18.1533 18.5894 18.1533 18.5894 18.1533 18.5894
ATLAS ATLAS sdssj072752 0 18.1513 18.5884 18.1513 18.5884 18.1513 18.5884 18.1513 18.5884 18.1513 18.5884 18.1513 18.5884 18.1513 18.5884 18.1513 18.5884 18.1513 18.5884
ATLAS ATLAS sdssj072752 0 18.1493 18.5859 18.1493 18.5859 18.1493 18.5859 18.1493 18.5859 18.1493 18.5859 18.1493 18.5859 18.1493 18.5859 18.1493 18.5859 18.1493 18.5859
ATLAS ATLAS sdssj072752 0 18.1517 18.5876 18.1517 18.5876 18.1517 18.5876 18.1517 18.5876 18.1517 18.5876 18.1517 18.5876 18.1517 18.5876 18.1517 18.5876 18.1517 18.5876
ATLAS ATLAS sdssj072752 0 18.1517 18.5847 18.1517 18.5847 18.1517 18.5847 18.1517 18.5847 18.1517 18.5847 18.1517 18.5847 18.1517 18.5847 18.1517 18.5847 18.1517 18.5847
ATLAS ATLAS sdssj072752 0 18.153 18.5886 18.153 18.5886 18.153 18.5886 18.153 18.5886 18.153 18.5886 18.153 18.5886 18.153 18.5886 18.153 18.5886 18.153 18.5886
ATLAS ATLAS sdssj072752 0 18.1519 18.5884 18.1519 18.5884 18.1519 18.5884 18.1519 18.5884 18.1519 18.5884 18.1519 18.5884 18.1519 18.5884 18.1519 18.5884 18.1519 18.5884
ATLAS ATLAS sdssj072752 0 18.1511 18.5881 18.1511 18.5881 18.1511 18.5881 18.1511 18.5881 18.1511 18.5881 18.1511 18.5881 18.1511 18.5881 18.1511 18.5881 18.1511 18.5881
ATLAS ATLAS sdssj072752 0 18.1566 18.5892 18.1566 18.5892 18.1566 18.5892 18.1566 18.5892 18.1566 18.5892 18.1566 18.5892 18.1566 18.5892 18.1566 18.5892 18.1566 18.5892
ATLAS ATLAS sdssj072752 0 18.1477 18.5877 18.1477 18.5877 18.1477 18.5877 18.1477 18.5877 18.1477 18.5877 18.1477 18.5877 18.1477 18.5877 18.1477 18.5877 18.1477 18.5877
ATLAS ATLAS sdssj072752 0 18.1504 18.5844 18.1504 18.5844 18.1504 18.5844 18.1504 18.5844 18.1504 18.5844 18.1504 18.5844 18.1504 18.5844 18.1504 18.5844 18.1504 18.5844
ATLAS ATLAS sdssj072752 0 18.1509 18.587 18.1509 18.587 18.1509 18.587 18.1509 18.587 18.1509 18.587 18.1509 18.587 18.1509 18.587 18.1509 18.587 18.1509 18.587
ATLAS ATLAS sdssj072752 0 18.151 18.5868 18.151 18.5868 18.151 18.5868 18.151 18.5868 18.151 18.5868 18.151 18.5868 18.151 18.5868 18.151 18.5868 18.151 18.5868
ATLAS ATLAS sdssj072752 0 18.1497 18.5854 18.1497 18.5854 18.1497 18.5854 18.1497 18.5854 18.1497 18.5854 18.1497 18.5854 18.1497 18.5854 18.1497 18.5854 18.1497 18.5854
ATLAS ATLAS sdssj072752 0 18.1538 18.5883 18.1538 18.5883 18.1538 18.5883 18.1538 18.5883 18.1538 18.5883 18.1538 18.5883 18.1538 18.5883 18.1538 18.5883 18.1538 18.5883
ATLAS ATLAS sdssj072752 0 18.1506 18.5879 18.1506 18.5879 18.1506 18.5879 18.1506 18.5879 18.1506 18.5879 18.1506 18.5879 18.1506 18.5879 18.1506 18.5879 18.1506 18.5879
ATLAS ATLAS sdssj072752 0 18.1529 18.5897 18.1529 18.5897 18.1529 18.5897 18.1529 18.5897 18.1529 18.5897 18.1529 18.5897 18.1529 18.5897 18.1529 18.5897 18.1529 18.5897
ATLAS ATLAS sdssj072752 0 18.1507 18.5873 18.1507 18.5873 18.1507 18.5873 18.1507 18.5873 18.1507 18.5873 18.1507 18.5873 18.1507 18.5873 18.1507 18.5873 18.1507 18.5873
ATLAS ATLAS sdssj072752 0 18.1501 18.5873 18.1501 18.5873 18.1501 18.5873 18.1501 18.5873 18.1501 18.5873 18.1501 18.5873 18.1501 18.5873 18.1501 18.5873 18.1501 18.5873
ATLAS ATLAS sdssj072752 0 18.1528 18.5883 18.1528 18.5883 18.1528 18.5883 18.1528 18.5883 18.1528 18.5883 18.1528 18.5883 18.1528 18.5883 18.1528 18.5883 18.1528 18.5883
ATLAS ATLAS sdssj072752 0 18.1524 18.5865 18.1524 18.5865 18.1524 18.5865 18.1524 18.5865 18.1524 18.5865 18.1524 18.5865 18.1524 18.5865 18.1524 18.5865 18.1524 18.5865
ATLAS ATLAS sdssj072752 0 18.1511 18.5865 18.1511 18.5865 18.1511 18.5865 18.1511 18.5865 18.1511 18.5865 18.1511 18.5865 18.1511 18.5865 18.1511 18.5865 18.1511 18.5865
ATLAS ATLAS sdssj072752 0 18.1518 18.5872 18.1518 18.5872 18.1518 18.5872 18.1518 18.5872 18.1518 18.5872 18.1518 18.5872 18.1518 18.5872 18.1518 18.5872 18.1518 18.5872
ATLAS ATLAS sdssj072752 0 18.1535 18.5898 18.1535 18.5898 18.1535 18.5898 18.1535 18.5898 18.1535 18.5898 18.1535 18.5898 18.1535 18.5898 18.1535 18.5898 18.1535 18.5898
ATLAS ATLAS sdssj072752 0 18.1538 18.5875 18.1538 18.5875 18.1538 18.5875 18.1538 18.5875 18.1538 18.5875 18.1538 18.5875 18.1538 18.5875 18.1538 18.5875 18.1538 18.5875
ATLAS ATLAS sdssj072752 0 18.1517 18.5864 18.1517 18.5864 18.1517 18.5864 18.1517 18.5864 18.1517 18.5864 18.1517 18.5864 18.1517 18.5864 18.1517 18.5864 18.1517 18.5864
ATLAS ATLAS sdssj072752 0 18.1521 18.5867 18.1521 18.5867 18.1521 18.5867 18.1521 18.5867 18.1521 18.5867 18.1521 18.5867 18.1521 18.5867 18.1521 18.5867 18.1521 18.5867
ATLAS ATLAS sdssj072752 0 18.1516 18.5894 18.1516 18.5894 18.1516 18.5894 18.1516 18.5894 18.1516 18.5894 18.1516 18.5894 18.1516 18.5894 18.1516 18.5894 18.1516 18.5894
ATLAS ATLAS sdssj072752 0 18.1511 18.5869 18.1511 18.5869 18.1511 18.5869 18.1511 18.5869 18.1511 18.5869 18.1511 18.5869 18.1511 18.5869 18.1511 18.5869 18.1511 18.5869
ATLAS ATLAS sdssj072752 0 18.1506 18.5883 18.1506 18.5883 18.1506 18.5883 18.1506 18.5883 18.1506 18.5883 18.1506 18.5883 18.1506 18.5883 18.1506 18.5883 18.1506 18.5883
ATLAS ATLAS sdssj072752 0 18.1493 18.5871 18.1493 18.5871 18.1493 18.5871 18.1493 18.5871 18.1493 18.5871 18.1493 18.5871 18.1493 18.5871 18.1493 18.5871 18.1493 18.5871
ATLAS ATLAS sdssj072752 0 18.1516 18.5874 18.1516 18.5874 18.1516 18.5874 18.1516 18.5874 18.1516 18.5874 18.1516 18.5874 18.1516 18.5874 18.1516 18.5874 18.1516 18.5874
ATLAS ATLAS sdssj072752 0 18.1478 18.5852 18.1478 18.5852 18.1478 18.5852 18.1478 18.5852 18.1478 18.5852 18.1478 18.5852 18.1478 18.5852 18.1478 18.5852 18.1478 18.5852
ATLAS ATLAS sdssj072752 0 18.1499 18.5856 18.1499 18.5856 18.1499 18.5856 18.1499 18.5856 18.1499 18.5856 18.1499 18.5856 18.1499 18.5856 18.1499 18.5856 18.1499 18.5856
ATLAS ATLAS sdssj072752 0 18.1498 18.5826 18.1498 18.5826 18.1498 18.5826 18.1498 18.5826 18.1498 18.5826 18.1498 18.5826 18.1498 18.5826 18.1498 18.5826 18.1498 18.5826
ATLAS ATLAS sdssj072752 0 18.1514 18.5858 18.1514 18.5858 18.1514 18.5858 18.1514 18.5858 18.1514 18.5858 18.1514 18.5858 18.1514 18.5858 18.1514 18.5858 18.1514 18.5858
ATLAS ATLAS sdssj072752 0 18.1527 18.5884 18.1527 18.5884 18.1527 18.5884 18.1527 18.5884 18.1527 18.5884 18.1527 18.5884 18.1527 18.5884 18.1527 18.5884 18.1527 18.5884
ATLAS ATLAS sdssj072752 0 18.1507 18.5872 18.1507 18.5872 18.1507 18.5872 18.1507 18.5872 18.1507 18.5872 18.1507 18.5872 18.1507 18.5872 18.1507 18.5872 18.1507 18.5872
ATLAS ATLAS sdssj072752 0 18.1505 18.5865 18.1505 18.5865 18.1505 18.5865 18.1505 18.5865 18.1505 18.5865 18.1505 18.5865 18.1505 18.5865 18.1505 18.5865 18.1505 18.5865
ATLAS ATLAS sdssj072752 0 18.1559 18.5909 18.1559 18.5909 18.1559 18.5909 18.1559 18.5909 18.1559 18.5909 18.1559 18.5909 18.1559 18.5909 18.1559 18.5909 18.1559 18.5909
ATLAS ATLAS sdssj072752 0 18.154 18.5882 18.154 18.5882 18.154 18.5882 18.154 18.5882 18.154 18.5882 18.154 18.5882 18.154 18.5882 18.154 18.5882 18.154 18.5882
ATLAS ATLAS sdssj072752 0 18.1534 18.5877 18.1534 18.5877 18.1534 18.5877 18.1534 18.5877 18.1534 18.5877 18.1534 18.5877 18.1534 18.5877 18.1534 18.5877 18.1534 18.5877
ATLAS ATLAS sdssj072752 0 18.1552 18.5885 18.1552 18.5885 18.1552 18.5885 18.1552 18.5885 18.1552 18.5885 18.1552 18.5885 18.1552 18.5885 18.1552 18.5885 18.1552 18.5885
ATLAS ATLAS sdssj081508 0 19.8797 20.322 19.8797 20.322 19.8797 20.322 19.8797 20.322 19.8797 20.322 19.8797 20.322 19.8797 20.322 19.8797 20.322 19.8797 20.322
ATLAS ATLAS sdssj081508 0 19.8781 20.3182 19.8781 20.3182 19.8781 20.3182 19.8781 20.3182 19.8781 20.3182 19.8781 20.3182 19.8781 20.3182 19.8781 20.3182 19.8781 20.3182
ATLAS ATLAS sdssj081508 0 19.8688 20.313 19.8688 20.313 19.8688 20.313 19.8688 20.313 19.8688 20.313 19.8688 20.313 19.8688 20.313 19.8688 20.313 19.8688 20.313
ATLAS ATLAS sdssj081508 0 19.8713 20.3153 19.8713 20.3153 19.8713 20.3153 19.8713 20.3153 19.8713 20.3153 19.8713 20.3153 19.8713 20.3153 19.8713 20.3153 19.8713 20.3153
ATLAS ATLAS sdssj081508 0 19.8766 20.3204 19.8766 20.3204 19.8766 20.3204 19.8766 20.3204 19.8766 20.3204 19.8766 20.3204 19.8766 20.3204 19.8766 20.3204 19.8766 20.3204
ATLAS ATLAS sdssj081508 0 19.8773 20.3143 19.8773 20.3143 19.8773 20.3143 19.8773 20.3143 19.8773 20.3143 19.8773 20.3143 19.8773 20.3143 19.8773 20.3143 19.8773 20.3143
ATLAS ATLAS sdssj081508 0 19.8759 20.3207 19.8759 20.3207 19.8759 20.3207 19.8759 20.3207 19.8759 20.3207 19.8759 20.3207 19.8759 20.3207 19.8759 20.3207 19.8759 20.3207
ATLAS ATLAS sdssj081508 0 19.8774 20.3242 19.8774 20.3242 19.8774 20.3242 19.8774 20.3242 19.8774 20.3242 19.8774 20.3242 19.8774 20.3242 19.8774 20.3242 19.8774 20.3242
ATLAS ATLAS sdssj081508 0 19.8815 20.3231 19.8815 20.3231 19.8815 20.3231 19.8815 20.3231 19.8815 20.3231 19.8815 20.3231 19.8815 20.3231 19.8815 20.3231 19.8815 20.3231
ATLAS ATLAS sdssj081508 0 19.8751 20.3168 19.8751 20.3168 19.8751 20.3168 19.8751 20.3168 19.8751 20.3168 19.8751 20.3168 19.8751 20.3168 19.8751 20.3168 19.8751 20.3168
ATLAS ATLAS sdssj081508 0 19.8843 20.3286 19.8843 20.3286 19.8843 20.3286 19.8843 20.3286 19.8843 20.3286 19.8843 20.3286 19.8843 20.3286 19.8843 20.3286 19.8843 20.3286
ATLAS ATLAS sdssj081508 0 19.8762 20.3165 19.8762 20.3165 19.8762 20.3165 19.8762 20.3165 19.8762 20.3165 19.8762 20.3165 19.8762 20.3165 19.8762 20.3165 19.8762 20.3165
ATLAS ATLAS sdssj081508 0 19.8801 20.325 19.8801 20.325 19.8801 20.325 19.8801 20.325 19.8801 20.325 19.8801 20.325 19.8801 20.325 19.8801 20.325 19.8801 20.325
ATLAS ATLAS sdssj081508 0 19.8796 20.3164 19.8796 20.3164 19.8796 20.3164 19.8796 20.3164 19.8796 20.3164 19.8796 20.3164 19.8796 20.3164 19.8796 20.3164 19.8796 20.3164
ATLAS ATLAS sdssj081508 0 19.8808 20.323 19.8808 20.323 19.8808 20.323 19.8808 20.323 19.8808 20.323 19.8808 20.323 19.8808 20.323 19.8808 20.323 19.8808 20.323
ATLAS ATLAS sdssj081508 0 19.8797 20.3156 19.8797 20.3156 19.8797 20.3156 19.8797 20.3156 19.8797 20.3156 19.8797 20.3156 19.8797 20.3156 19.8797 20.3156 19.8797 20.3156
ATLAS ATLAS sdssj081508 0 19.8738 20.3202 19.8738 20.3202 19.8738 20.3202 19.8738 20.3202 19.8738 20.3202 19.8738 20.3202 19.8738 20.3202 19.8738 20.3202 19.8738 20.3202
ATLAS ATLAS sdssj081508 0 19.8684 20.3164 19.8684 20.3164 19.8684 20.3164 19.8684 20.3164 19.8684 20.3164 19.8684 20.3164 19.8684 20.3164 19.8684 20.3164 19.8684 20.3164
ATLAS ATLAS sdssj081508 0 19.875 20.3122 19.875 20.3122 19.875 20.3122 19.875 20.3122 19.875 20.3122 19.875 20.3122 19.875 20.3122 19.875 20.3122 19.875 20.3122
ATLAS ATLAS sdssj081508 0 19.8764 20.3255 19.8764 20.3255 19.8764 20.3255 19.8764 20.3255 19.8764 20.3255 19.8764 20.3255 19.8764 20.3255 19.8764 20.3255 19.8764 20.3255
ATLAS ATLAS sdssj081508 0 19.8786 20.3151 19.8786 20.3151 19.8786 20.3151 19.8786 20.3151 19.8786 20.3151 19.8786 20.3151 19.8786 20.3151 19.8786 20.3151 19.8786 20.3151
ATLAS ATLAS sdssj081508 0 19.8799 20.313 19.8799 20.313 19.8799 20.313 19.8799 20.313 19.8799 20.313 19.8799 20.313 19.8799 20.313 19.8799 20.313 19.8799 20.313
ATLAS ATLAS sdssj081508 0 19.8799 20.318 19.8799 20.318 19.8799 20.318 19.8799 20.318 19.8799 20.318 19.8799 20.318 19.8799 20.318 19.8799 20.318 19.8799 20.318
ATLAS ATLAS sdssj081508 0 19.8752 20.324 19.8752 20.324 19.8752 20.324 19.8752 20.324 19.8752 20.324 19.8752 20.324 19.8752 20.324 19.8752 20.324 19.8752 20.324
ATLAS ATLAS sdssj081508 0 19.8741 20.3217 19.8741 20.3217 19.8741 20.3217 19.8741 20.3217 19.8741 20.3217 19.8741 20.3217 19.8741 20.3217 19.8741 20.3217 19.8741 20.3217
ATLAS ATLAS sdssj081508 0 19.8708 20.3157 19.8708 20.3157 19.8708 20.3157 19.8708 20.3157 19.8708 20.3157 19.8708 20.3157 19.8708 20.3157 19.8708 20.3157 19.8708 20.3157
ATLAS ATLAS sdssj081508 0 19.88 20.3192 19.88 20.3192 19.88 20.3192 19.88 20.3192 19.88 20.3192 19.88 20.3192 19.88 20.3192 19.88 20.3192 19.88 20.3192
ATLAS ATLAS sdssj081508 0 19.8766 20.3225 19.8766 20.3225 19.8766 20.3225 19.8766 20.3225 19.8766 20.3225 19.8766 20.3225 19.8766 20.3225 19.8766 20.3225 19.8766 20.3225
ATLAS ATLAS sdssj081508 0 19.878 20.3183 19.878 20.3183 19.878 20.3183 19.878 20.3183 19.878 20.3183 19.878 20.3183 19.878 20.3183 19.878 20.3183 19.878 20.3183
ATLAS ATLAS sdssj081508 0 19.8873 20.3222 19.8873 20.3222 19.8873 20.3222 19.8873 20.3222 19.8873 20.3222 19.8873 20.3222 19.8873 20.3222 19.8873 20.3222 19.8873 20.3222
ATLAS ATLAS sdssj081508 0 19.8775 20.3181 19.8775 20.3181 19.8775 20.3181 19.8775 20.3181 19.8775 20.3181 19.8775 20.3181 19.8775 20.3181 19.8775 20.3181 19.8775 20.3181
ATLAS ATLAS sdssj081508 0 19.8738 20.3188 19.8738 20.3188 19.8738 20.3188 19.8738 20.3188 19.8738 20.3188 19.8738 20.3188 19.8738 20.3188 19.8738 20.3188 19.8738 20.3188
ATLAS ATLAS sdssj081508 0 19.8764 20.3216 19.8764 20.3216 19.8764 20.3216 19.8764 20.3216 19.8764 20.3216 19.8764 20.3216 19.8764 20.3216 19.8764 20.3216 19.8764 20.3216
ATLAS ATLAS sdssj081508 0 19.8751 20.3178 19.8751 20.3178 19.8751 20.3178 19.8751 20.3178 19.8751 20.3178 19.8751 20.3178 19.8751 20.3178 19.8751 20.3178 19.8751 20.3178
ATLAS ATLAS sdssj081508 0 19.8837 20.3216 19.8837 20.3216 19.8837 20.3216 19.8837 20.3216 19.8837 20.3216 19.8837 20.3216 19.8837 20.3216 19.8837 20.3216 19.8837 20.3216
ATLAS ATLAS sdssj081508 0 19.8895 20.3273 19.8895 20.3273 19.8895 20.3273 19.8895 20.3273 19.8895 20.3273 19.8895 20.3273 19.8895 20.3273 19.8895 20.3273 19.8895 20.3273
ATLAS ATLAS sdssj081508 0 19.8742 20.3188 19.8742 20.3188 19.8742 20.3188 19.8742 20.3188 19.8742 20.3188 19.8742 20.3188 19.8742 20.3188 19.8742 20.3188 19.8742 20.3188
ATLAS ATLAS sdssj081508 0 19.874 20.3261 19.874 20.3261 19.874 20.3261 19.874 20.3261 19.874 20.3261 19.874 20.3261 19.874 20.3261 19.874 20.3261 19.874 20.3261
ATLAS ATLAS sdssj081508 0 19.8776 20.3208 19.8776 20.3208 19.8776 20.3208 19.8776 20.3208 19.8776 20.3208 19.8776 20.3208 19.8776 20.3208 19.8776 20.3208 19.8776 20.3208
ATLAS ATLAS sdssj081508 0 19.8781 20.3198 19.8781 20.3198 19.8781 20.3198 19.8781 20.3198 19.8781 20.3198 19.8781 20.3198 19.8781 20.3198 19.8781 20.3198 19.8781 20.3198
ATLAS ATLAS sdssj081508 0 19.8829 20.3227 19.8829 20.3227 19.8829 20.3227 19.8829 20.3227 19.8829 20.3227 19.8829 20.3227 19.8829 20.3227 19.8829 20.3227 19.8829 20.3227
ATLAS ATLAS sdssj081508 0 19.8853 20.3268 19.8853 20.3268 19.8853 20.3268 19.8853 20.3268 19.8853 20.3268 19.8853 20.3268 19.8853 20.3268 19.8853 20.3268 19.8853 20.3268
ATLAS ATLAS sdssj081508 0 19.8798 20.321 19.8798 20.321 19.8798 20.321 19.8798 20.321 19.8798 20.321 19.8798 20.321 19.8798 20.321 19.8798 20.321 19.8798 20.321
ATLAS ATLAS sdssj081508 0 19.8806 20.3214 19.8806 20.3214 19.8806 20.3214 19.8806 20.3214 19.8806 20.3214 19.8806 20.3214 19.8806 20.3214 19.8806 20.3214 19.8806 20.3214
ATLAS ATLAS sdssj081508 0 19.8839 20.3214 19.8839 20.3214 19.8839 20.3214 19.8839 20.3214 19.8839 20.3214 19.8839 20.3214 19.8839 20.3214 19.8839 20.3214 19.8839 20.3214
ATLAS ATLAS sdssj081508 0 19.8742 20.317 19.8742 20.317 19.8742 20.317 19.8742 20.317 19.8742 20.317 19.8742 20.317 19.8742 20.317 19.8742 20.317 19.8742 20.317
ATLAS ATLAS sdssj081508 0 19.8751 20.3132 19.8751 20.3132 19.8751 20.3132 19.8751 20.3132 19.8751 20.3132 19.8751 20.3132 19.8751 20.3132 19.8751 20.3132 19.8751 20.3132
ATLAS ATLAS sdssj081508 0 19.874 20.3184 19.874 20.3184 19.874 20.3184 19.874 20.3184 19.874 20.3184 19.874 20.3184 19.874 20.3184 19.874 20.3184 19.874 20.3184
ATLAS ATLAS sdssj081508 0 19.8789 20.3221 19.8789 20.3221 19.8789 20.3221 19.8789 20.3221 19.8789 20.3221 19.8789 20.3221 19.8789 20.3221 19.8789 20.3221 19.8789 20.3221
ATLAS ATLAS sdssj081508 0 19.8789 20.3209 19.8789 20.3209 19.8789 20.3209 19.8789 20.3209 19.8789 20.3209 19.8789 20.3209 19.8789 20.3209 19.8789 20.3209 19.8789 20.3209
ATLAS ATLAS sdssj081508 0 19.8803 20.3133 19.8803 20.3133 19.8803 20.3133 19.8803 20.3133 19.8803 20.3133 19.8803 20.3133 19.8803 20.3133 19.8803 20.3133 19.8803 20.3133
ATLAS ATLAS sdssj081508 0 19.8794 20.3245 19.8794 20.3245 19.8794 20.3245 19.8794 20.3245 19.8794 20.3245 19.8794 20.3245 19.8794 20.3245 19.8794 20.3245 19.8794 20.3245
ATLAS ATLAS sdssj081508 0 19.8769 20.3226 19.8769 20.3226 19.8769 20.3226 19.8769 20.3226 19.8769 20.3226 19.8769 20.3226 19.8769 20.3226 19.8769 20.3226 19.8769 20.3226
ATLAS ATLAS sdssj081508 0 19.8829 20.32 19.8829 20.32 19.8829 20.32 19.8829 20.32 19.8829 20.32 19.8829 20.32 19.8829 20.32 19.8829 20.32 19.8829 20.32
ATLAS ATLAS sdssj081508 0 19.8757 20.3209 19.8757 20.3209 19.8757 20.3209 19.8757 20.3209 19.8757 20.3209 19.8757 20.3209 19.8757 20.3209 19.8757 20.3209 19.8757 20.3209
ATLAS ATLAS sdssj081508 0 19.8797 20.3204 19.8797 20.3204 19.8797 20.3204 19.8797 20.3204 19.8797 20.3204 19.8797 20.3204 19.8797 20.3204 19.8797 20.3204 19.8797 20.3204
ATLAS ATLAS sdssj081508 0 19.8747 20.3154 19.8747 20.3154 19.8747 20.3154 19.8747 20.3154 19.8747 20.3154 19.8747 20.3154 19.8747 20.3154 19.8747 20.3154 19.8747 20.3154
ATLAS ATLAS sdssj081508 0 19.8724 20.315 19.8724 20.315 19.8724 20.315 19.8724 20.315 19.8724 20.315 19.8724 20.315 19.8724 20.315 19.8724 20.315 19.8724 20.315
ATLAS ATLAS sdssj081508 0 19.8755 20.3137 19.8755 20.3137 19.8755 20.3137 19.8755 20.3137 19.8755 20.3137 19.8755 20.3137 19.8755 20.3137 19.8755 20.3137 19.8755 20.3137
ATLAS ATLAS sdssj081508 0 19.8742 20.3126 19.8742 20.3126 19.8742 20.3126 19.8742 20.3126 19.8742 20.3126 19.8742 20.3126 19.8742 20.3126 19.8742 20.3126 19.8742 20.3126
ATLAS ATLAS sdssj081508 0 19.8849 20.3201 19.8849 20.3201 19.8849 20.3201 19.8849 20.3201 19.8849 20.3201 19.8849 20.3201 19.8849 20.3201 19.8849 20.3201 19.8849 20.3201
ATLAS ATLAS sdssj081508 0 19.8791 20.3172 19.8791 20.3172 19.8791 20.3172 19.8791 20.3172 19.8791 20.3172 19.8791 20.3172 19.8791 20.3172 19.8791 20.3172 19.8791 20.3172
ATLAS ATLAS sdssj081508 0 19.8725 20.3152 19.8725 20.3152 19.8725 20.3152 19.8725 20.3152 19.8725 20.3152 19.8725 20.3152 19.8725 20.3152 19.8725 20.3152 19.8725 20.3152
ATLAS ATLAS sdssj081508 0 19.8818 20.3223 19.8818 20.3223 19.8818 20.3223 19.8818 20.3223 19.8818 20.3223 19.8818 20.3223 19.8818 20.3223 19.8818 20.3223 19.8818 20.3223
ATLAS ATLAS sdssj081508 0 19.8749 20.3224 19.8749 20.3224 19.8749 20.3224 19.8749 20.3224 19.8749 20.3224 19.8749 20.3224 19.8749 20.3224 19.8749 20.3224 19.8749 20.3224
ATLAS ATLAS sdssj081508 0 19.8735 20.318 19.8735 20.318 19.8735 20.318 19.8735 20.318 19.8735 20.318 19.8735 20.318 19.8735 20.318 19.8735 20.318 19.8735 20.318
ATLAS ATLAS sdssj081508 0 19.8719 20.3137 19.8719 20.3137 19.8719 20.3137 19.8719 20.3137 19.8719 20.3137 19.8719 20.3137 19.8719 20.3137 19.8719 20.3137 19.8719 20.3137
